Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Lat pull-down,"Sit at a lat pull-down machine with your knees securely under the pads.
Grip the bar with your hands slightly wider than shoulder-width apart, palms facing forward.
Pull the bar down towards your chest by engaging your lats and squeezing your shoulder blades together.
Keep your torso upright and avoid using momentum to complete the movement.
Slowly return the bar to the starting position and repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-72c-lat-pull-down-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Side Lateral Raise,"Stand with feet shoulder-width apart, holding dumbbells by your sides.
Keeping a slight bend in your elbows, raise the dumbbells out to the sides until they reach shoulder height.
Pause briefly at the top, then lower the dumbbells back down with control.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-77d-dumbbell-lateral-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-77d-dumbbell-lateral-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Alternating incline dumbbell biceps curl,"Sit on an incline bench with a dumbbell in each hand, palms facing forward.
Start with your arms fully extended, then curl one dumbbell up towards your shoulder while keeping the other arm extended.
Lower the curled dumbbell back down with control while simultaneously curling the other dumbbell up.
Alternate between arms for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Kettlebell One-Legged Deadlift,"Stand with feet hip-width apart, holding a kettlebell in one hand.
Lift one foot off the ground slightly and hinge at the hips, lowering the kettlebell towards the ground while keeping your back straight.
Lower the kettlebell until you feel a stretch in your hamstrings, then return to the starting position by squeezing your glutes and extending your hips.
Repeat for the desired number of repetitions, then switch sides.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4k-single-leg-kettlebell-deadlift-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,Average
Alternate Hammer Curl,"Stand with feet shoulder-width apart, holding dumbbells by your sides with palms facing your body.
Keeping your elbows close to your torso, curl one dumbbell up towards your shoulder while keeping your palm facing inwards.
Lower the dumbbell back down with control, then repeat the movement with the opposite arm.
Alternate between arms for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3d-alternating-hammer-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3d-alternating-hammer-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Decline Push-Up,"Get into a push-up position with your feet elevated on a bench or platform and hands shoulder-width apart.
Lower your body towards the ground by bending your elbows, keeping your body in a straight line from head to heels.
Push yourself back up to the starting position by extending your arms fully.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,Average
Captain's chair knee raise,"Grip the handles of a captain's chair or dip station and hang with your arms extended.
Lift your knees towards your chest by engaging your core muscles, bringing them as close to your chest as possible.
Lower your knees back down with control to complete one repetition.
Avoid swinging your body or using momentum to lift your legs.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5m-captains-chair-knee-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5m-captains-chair-knee-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Triceps Pushdown,"Stand in front of a cable machine with a high pulley attachment, and grasp the bar with an overhand grip.
Keep your elbows close to your sides and your upper arms stationary, press the bar downwards until your arms are fully extended.
Pause briefly at the bottom, then slowly return the bar to the starting position by bending your elbows.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Low cable overhead triceps extension,"Attach a rope or bar to a low pulley cable machine.
Stand facing away from the machine and grab the handle with both hands overhead, palms facing each other.
Keep your elbows close to your head and extend your arms fully, then return to the starting position.
Ensure to keep your core engaged and avoid arching your back excessively.",,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Single-arm cable cross-over,"Attach a single handle to a cable machine set to shoulder height.
Stand with your side to the machine and grasp the handle with one hand, palm facing down.
Pull the handle across your body and down towards your opposite hip in a sweeping motion.
Return to the starting position with control, then repeat for the desired number of repetitions.
Switch sides and repeat the exercise with the opposite arm.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Seated dumbbell biceps curl,"Sit on a bench with back support and hold a dumbbell in each hand, palms facing up.
Keep your elbows close to your sides and curl the dumbbells upwards towards your shoulders.
Squeeze your biceps at the top of the movement, then lower the dumbbells back down with control.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Battle ropes,"Stand with your feet shoulder-width apart, knees slightly bent, and hold one end of each battle rope in each hand.
Begin making alternating waves with the ropes by lifting and lowering each arm rapidly.
Maintain a strong core and rhythmically move the ropes for the desired duration or reps.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Dead bug reach,"Lie on your back with your arms extended towards the ceiling and your legs bent at a 90-degree angle.
Lower your right arm and left leg towards the floor simultaneously, keeping them close to the ground but not touching it.
Return to the starting position and repeat on the opposite side.
Continue alternating sides for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,Average
Deadlift with Chains,"Load a barbell with chains on each end.
Stand with your feet hip-width apart, toes under the barbell, and grip the barbell with hands shoulder-width apart.
Engage your core, keep your back straight, and lift the barbell by extending your hips and knees until you're standing upright.
Lower the barbell back down in a controlled manner, maintaining proper form throughout.",,,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,Average
Rope Crunch,"Attach a rope to a high pulley cable machine and kneel facing away from the machine.
Grab the rope with both hands and bring it down towards your knees, bending at the waist and contracting your abs.
Slowly return to the starting position, keeping tension on your abs throughout the movement.
Repeat for the desired number of reps.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Palms-Up Dumbbell Wrist Curl Over A Bench,"Sit on a bench with your forearms resting on your thighs and palms facing up, holding a dumbbell in each hand.
Allow the wrists to extend fully, then curl the dumbbells upwards by flexing your wrists.
Lower the dumbbells back down with control, feeling the stretch in your forearms.
Repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Kettlebell thruster,"Hold a kettlebell in front of your chest with both hands, palms facing inwards, and feet shoulder-width apart.
Squat down, keeping your chest up and weight in your heels.
Explosively drive through your heels to stand up while pressing the kettlebell overhead.
Lower the kettlebell back to the starting position and repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,Average
Single-Arm Push-Up,"Get into a push-up position with your hands shoulder-width apart and one hand slightly elevated on a stable surface.
Lower your chest towards the ground while keeping your body in a straight line.
Push back up to the starting position using only one arm.
Repeat on the opposite side or continue alternating arms for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,Average
Band Hip Adductions,"Attach a resistance band to a stable anchor point and loop it around one ankle.
Stand sideways to the anchor point with the banded leg closest to it.
Keeping your upper body stable, bring the banded leg across your body towards the midline, then return to the starting position.
Repeat for the desired number of reps before switching sides.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/850/Male/m/850_2.jpg,,https://www.bodybuilding.com/exercises/muscle/adductors,Adductors,https://www.bodybuilding.com/exercises/equipment/bands,Bands,8.6,Average
